rxn_label,exp0,exp1,exp2,exp3,exp4,exp5,exp6,exp7,exp8,exp9,exp10,exp11,exp12,exp13,exp14,exp15,exp16,exp17,exp18,exp19,exp20,exp21,exp22,exp23,exp24,exp25,exp26,exp27,exp28,exp29,exp30,exp31,exp32,exp33,exp34,exp35,exp36,exp37,exp38,exp39,exp40,exp41,exp42,exp43,exp44,exp45,exp46,exp47,exp48,exp49,exp50,exp51,exp52,exp53,exp54,exp55,exp56,exp57,exp58,exp59,exp60,exp61,exp62,exp63,exp64,exp65,exp66,exp67,exp68,exp69,exp70,exp71,exp72,exp73,exp74,exp75,exp76,exp77,exp78,exp79,exp80,exp81,exp82,exp83,exp84,exp85,exp86,exp87,exp88,exp89,exp90,exp91,exp92,exp93,exp94,exp95,exp96,exp97,exp98,exp99,exp100,exp101,exp102,exp103,mean_abs_sens,max_abs_sens,mean_rel_change
r133 HNOH + O <=> HNO + OH,4.791446678883893e-06,1.047927693154681e-05,1.9254104877062837e-05,1.873323870612097e-05,1.8863849721218787e-06,9.871510278044098e-05,3.3520541035166305e-05,0.0010218337413086796,0.0037783284537360553,2.0298287565291435e-05,0.00015467114343778956,0.0005741023703430885,0.0005548165284663804,0.0001936825150583031,0.000616598121208286,0.00026848217789525295,3.095942363284738e-05,0.0005449597029935721,3.958221589864566e-05,7.3925658878738625e-06,0.00042309767640081355,0.0007010031845914457,0.0013757769224381467,0.00043136460972141994,0.0003433354862190076,0.000337490590421677,0.0019363821318550555,0.0009084926013433871,3.620067379766893e-05,0.003084486279753111,1.9489260008661556e-05,0.00034743327545612315,2.5020114707623108e-05,0.00012843413967783372,0.0047402948359495925,5.7755829968179854e-05,0.0002572686018969218,0.00027828532338217447,0.0001615102236268974,8.788548534032203e-05,2.5374658712547545e-05,0.00099271980063984,0.000783694332573479,0.0004924324775598785,0.00149770199698378,3.600422774642809e-06,0.0007761284027935133,0.0009343037586578682,0.0034405436442710604,0.001780412403643977,0.0005598083618679862,0.0010551707147265694,0.0027428442420212164,0.0013151872756788344,0.0004014270841394123,0.00032888651640271694,0.0007087647661712521,0.0013506998847844307,0.0002464379193373484,0.0005824079041234918,0.0005821260012401318,1.4979116200819903e-05,0.0003596435705893089,2.5963951333756067e-05,0.0008384331461591287,0.00013395823858118028,0.0005289725936866202,0.0008853988424283512,9.501099474633915e-05,1.9608918347450452e-05,0.0009344959493917509,0.0007907637989595838,0.00025280935902940435,0.0008458535936455034,0.0014200307423316112,0.0005314588191432946,0.0009051152246384355,0.0010548170233811154,0.0003877927324808713,0.00033029648265742086,2.249249618545944e-05,0.0008797623751601415,2.3000870985448546e-05,1.5399327537864445e-05,8.92564826694201e-05,0.0036826011616773735,0.00019994130192912477,2.443515058166359e-05,0.0002734538072764409,0.0037340746368422014,0.0004847042497328311,0.0022733905528781123,0.00254697249187931,0.0020434657655275935,4.4110901452236495e-05,1.3875702298546949e-05,0.0001489631660700594,0.00582839764923734,0.0005643560436214636,0.0039161869143738825,0.0014601136229717166,0.003781644361726857,0.001330044710501203,3.838443476853882e-05,0.0008466269080258676,0.00582839764923734,-0.00010432548925428535
r20 HO2 + OH <=> H2O + O2,4.102174805341023e-05,1.6658151761982103e-05,0.000266360803965173,2.7686774511229367e-05,4.3692853159771354e-05,9.055653691716723e-05,0.00338180580902556,4.937349238415689e-05,6.840114692713254e-05,4.339682643507731e-05,5.3007579386420076e-05,0.0007342362651921342,9.882208610446851e-05,0.0005379484679028082,0.000688963858649796,0.0003104937612222164,0.00040062049638096305,3.849086649720743e-05,5.846995766002535e-05,3.575831560481598e-05,0.0007992052621565522,0.0002437453854898805,0.0005982640929404179,0.00027589239766649367,0.00018079066317783828,0.0001814771424075086,0.00010375548499561352,0.0007868499164556607,0.00011754794238785341,4.375483313738824e-05,3.0235777188397153e-05,2.0640938617142227e-05,0.0028954009471221713,5.997824105468745e-05,0.0046189417485843496,4.921972666621992e-05,3.9812480099175074e-05,0.008909496203992956,0.00043572042287407,0.0006942769949558397,0.0005302528568910962,0.0005418007994054175,8.328719291940937e-05,0.000931145774918567,0.00107381221912559,0.0019692536693376107,0.0011147894239320118,0.0025491274020019044,0.0001973994511116093,0.0016589728573153226,0.0002520762648085319,0.0016551436515648632,0.00015096430091216288,0.0016541922974282644,0.001460056366993637,0.00211095599335745,0.0007277660042615639,0.0010695009036538917,0.00016771767498505657,0.0008683641150547309,0.0003954362279072159,0.00030843917803478665,0.0002831212396855006,5.6110796169784685e-05,0.0015302376063668181,9.613262873069132e-05,0.0003120314896520383,0.00027522510831054866,0.0004727239507457847,0.0005158110600738719,0.00014997416894543933,0.0011582202067721046,0.0005342082865229306,0.0018752292175291392,0.00028486352534441337,0.0003968419152536767,1.3931985911989997e-05,0.0005748270378138596,0.00010065394627897045,0.00029310833012063573,1.723938257371943e-05,0.00020425520926913986,1.1911467582493556e-05,0.005601000337901718,9.682610225226693e-06,4.509979679039783e-06,5.216503165348496e-05,9.388870416376574e-06,0.00010633193943340281,0.002910457061578181,0.005048816523370665,0.002986072265045365,0.0002843148003086576,0.0006951949852030269,7.352660468017507e-06,1.533489683395161e-05,0.0002522910473872129,0.0003196886112261447,0.002260205094360122,0.005935737036375796,0.0003028570019112786,0.00027095412291370976,0.0016149716722207693,5.0746539744380604e-05,0.0008407303718609856,0.008909496203992956,-0.00010584702865749405
r89 H + N2H4 <=> H2 + N2H3,1.6702376014043283e-06,1.8032327096307947e-07,3.398625750161902e-07,9.485782527580667e-08,6.515359340903392e-06,4.943111554947597e-07,1.5766251589371152e-07,1.2372752602956937e-07,1.519094501955776e-07,3.7725517707620745e-07,7.412948632539677e-07,0.0005227244152421924,0.0003364045911773271,0.0007975456017141849,0.0005063198542101541,0.0003133667428869807,0.00024093577876900082,0.0008488214977571842,1.6438136123154812e-05,3.783776064924545e-06,0.0002429598960005017,0.0010744422179393193,0.0014244632696076573,1.0552470566857813e-05,0.0007709132149206335,3.27193759962539e-05,0.00011580282648177665,1.7691370162609376e-05,5.955024594074477e-06,2.4272440005222142e-05,4.433389434453348e-05,6.476241974247917e-06,2.746302319612204e-06,2.2306786216159084e-05,0.00016916146507366928,8.5769714519273e-07,7.986156765863994e-06,8.701376490237181e-07,9.158419570700126e-05,0.000605216802361234,0.000556037306592763,0.0009176588697902191,0.0007553222147437582,0.0002949814794642726,0.0008520461835496243,6.339250494910051e-05,0.0013610708004105883,0.0002498686615826813,0.0036544261370810367,0.0036064133231071484,0.0027804094145231803,0.0006275130418060558,0.0013087872470810735,0.0010947650499051338,0.0006742509426730718,0.00219340695273615,0.00045652520068740175,0.001238274998678311,0.00047063190734878286,0.0014187636552107446,0.0006614226010979678,0.000446143732383205,0.0017576829766208283,6.130043050571899e-05,6.95126171731954e-07,0.0004191827174175541,0.00037348361804623927,0.00038636324252896883,0.0005466482895873222,0.0005267100779310738,0.0012450067607385987,0.0008886811376464238,0.00014566672347276956,2.5870459967509144e-05,0.001694660202068267,0.0014094615700010553,0.0005349639943002043,0.0005231089486934231,0.00011494331133815154,0.0031762440094760653,4.9752655933302324e-05,0.0012198187018886784,1.77710749724339e-05,1.3751943838171477e-05,3.625501613762693e-05,4.267522444696627e-06,3.031845112201309e-05,4.704275484861037e-06,2.8262732541062604e-05,0.005662215811880354,0.002340841784537432,0.005591366131302795,0.0005574975253287313,0.00039033740434212796,0.0013993113933594144,7.336447672787414e-06,0.00061566830382718,0.0084012350317558,0.0015396881433926658,0.0026317572986211814,0.004797379489012215,0.0019343427669105497,0.00036597563225633094,0.0015856522957784602,0.0008366037753589721,0.0084012350317558,-9.642683865851187e-05
r80 N2H2 + NO <=> N2O + NH2,2.96169712288851e-05,9.899817994676834e-06,7.082321354582158e-06,6.0195376456103785e-06,1.158969879880215e-05,0.0003073447969949192,0.0016890211032031424,4.986298145901754e-06,0.0036219939649882625,4.836464052008033e-06,0.0012079042101053748,0.0002853306790410054,0.00046453942221681916,0.00033294127518552417,0.001051007517404383,3.5057650158099775e-05,0.0010796632190215143,0.00010715873875745711,1.8888547153135272e-05,3.183762419766006e-05,0.00011677366191070102,8.526311097874575e-05,0.00022155197948996392,0.0007455382540567788,0.0016161725415129626,0.0010183988185328426,0.0011916622933139218,0.0002667574870639662,8.773998582616718e-05,1.949462446801132e-05,0.00017430904799102748,0.003546687187060939,8.549920157522029e-05,0.00034915780232887234,0.00392016246524864,0.00016537530281408698,0.00046966749392339557,0.00011684634970629142,0.00036740462584406586,1.6974942726530673e-05,3.879370304104245e-06,0.0009692685345731755,0.0005324304990361427,0.00021831773457099582,0.0015013470249390813,0.0015742539310486716,0.0015274134853858997,0.0004910129247136384,0.0018762173613525617,0.0013810107364758616,0.0008253618212787057,0.0014546173756351422,0.0027246367618668226,0.0006810035781520855,0.0024349665107941394,0.0012299695694070244,5.237631039690755e-05,0.0009045058280649972,0.0008139917273171484,0.000830007235481208,0.0006850712829489805,0.0017086322537197428,0.0019323594856685655,0.00016996967710330643,0.0007627657507355132,0.0001110518341383184,0.00010020041430715271,0.0006457980695422974,1.0550338012466214e-05,0.00034321101649658606,5.884850759677725e-05,6.294465975708219e-05,0.00034456875420786745,0.00015707111789272342,0.000887466464566264,6.098597650049698e-05,0.0002503320026137167,0.0005035019178578399,0.0002341439165941136,0.00023300444961017118,6.506383997434264e-05,0.0003439709682627314,2.1738358104776844e-05,0.00010079848123747891,1.7257217837847845e-05,0.00408733295790465,0.0002042212048542748,0.004951705882607436,0.00032693874377137406,0.003509795314027312,0.00025097799974351865,0.0024590381162161805,5.8731244639751596e-05,0.00039982351635885015,2.0949966076897854e-05,2.7652568243955375e-05,0.00018534420627030473,0.002096693935822892,0.0010945179847072631,0.0024603988350625403,0.006357297268830599,3.46213703170611e-05,0.00037884015565732397,7.607491217292059e-05,0.0008241058489748795,0.006357297268830599,-4.185205262478651e-05
r22 2 H + O2 <=> 2 OH,5.21788337260074e-07,2.236332278781982e-07,6.17348431481224e-08,1.555315017910052e-07,6.204147038184956e-08,6.765124022863997e-07,2.6428060656713304e-07,2.912831637302923e-07,2.59243310480497e-07,1.8408461889650637e-06,1.9231686555964444e-07,0.0007251777116462051,7.140532316022475e-05,0.0008345210246292834,0.0002075478986074393,0.0005288755641908596,0.0004091801975315276,0.0007696559374296847,1.273398518865043e-05,2.5092220359865508e-06,0.00068363434587617,0.00014832403295970875,0.0008314916260968363,0.0001871594717824779,0.00039399117451634604,0.0007768677426178975,0.0013725426663446874,6.208667661832069e-05,6.662607919967149e-06,6.049723511107248e-05,0.0010349971071765872,0.0030849185713847115,1.2086437553227646e-06,1.0109249790873818e-05,0.00455448968827568,6.794144325162673e-07,2.8703685909574325e-06,0.006626293974729018,4.0936764900243664e-05,0.0006629462124643857,0.0005982121482691596,0.00010826440800130567,0.00013671530532814721,0.000536148395665287,0.00015073280194753886,0.0015352810328573216,0.0008628214440872921,0.0021527417742457345,0.0022426577410230124,0.0009882202552770987,0.003691200018219646,0.0011614773399700644,0.0030427328399753118,0.00040322780118689686,0.0007051398737990294,0.0022477860235517403,0.0006262414673320927,0.0007058962395913063,9.67625787911223e-05,0.0009920360013048152,9.665409156752784e-05,0.0005280272815584209,0.0013100915760021154,3.0524395924096196e-05,0.00011264587972458917,2.6560913455127886e-05,0.000400604073589166,0.0001816805600432606,0.00010466739742103814,0.00014222276116602193,0.0017050622866707275,0.00014914391507717188,0.0001122899291414496,8.369130532599114e-05,0.0008899093691865302,0.0006080924102017985,0.00039377885035260084,0.00034066856940998533,0.0011794380068035652,0.00012447217703569726,7.709180802278197e-06,0.0009549052230066252,1.0077315907441643e-06,1.5477388385942835e-06,1.4036120237748325e-05,2.839204462859345e-05,1.3773399588859583e-05,8.089813933630371e-06,1.930601469379862e-05,0.006096802271179667,0.0009126467693136074,0.006257379578410404,0.00011599260520714797,0.00045559392563648636,3.2142347179009366e-06,4.958152414810262e-06,6.886936492576046e-06,0.002203547112350821,0.005147819074009488,0.0024623569345065643,0.003050471797443274,0.00020682066767669158,0.0010721825281675382,1.550387919722806e-05,0.0008141762367866114,0.006626293974729018,-0.00010201867850299946
r119 H + H2NN <=> H2 + NNH,1.7275557338161106e-05,1.7798049006084222e-06,2.206568501355848e-06,2.4186609540493844e-06,1.0122595339542142e-05,9.142580080694941e-06,1.4648467384758755e-05,5.243473471431848e-06,1.5309324081629007e-05,2.7667521286208776e-06,0.0013398532045765502,0.0005260708183122409,0.00012552743532621803,0.0008777848804247846,0.0005607961745647219,0.00036105667999350384,0.00031161242683997413,0.0002661027234017617,2.6403710665163166e-05,1.9081631208864503e-05,0.0004720111304266567,0.0003833154804343343,0.0006623094992902008,0.001285089191180177,8.747145705929315e-05,0.0011281342389037015,0.0019099160354497755,0.0002634963040343561,8.966020449103628e-06,4.005868693090011e-05,3.09082581966853e-05,0.0005047368920268671,1.7393665848057132e-05,3.374375804801642e-05,0.0048764280369882965,6.860606427693171e-06,1.516994082831673e-06,7.57209818153244e-07,0.00020653327621197268,0.00011898100975391167,0.00016552422943320075,0.0009249281929330554,0.0007292553120196541,0.00011791239017072985,0.001468782389255728,0.00019009786623131874,0.0015554757325154606,0.0011645922260733552,0.005404050409884749,8.770817431812293e-05,0.003349106022877284,0.0009347286605285756,0.0018180515112429586,5.4074270039613186e-05,6.935629080059277e-05,0.0022946814912461044,0.0006592905266599394,4.279784155594864e-05,0.00033203694929311576,0.0009554958763285645,0.0007749276122037093,0.0021018426081698925,0.0017942154582963475,1.6843244989672034e-05,0.00012239591105557793,0.0004392890913484696,0.00024992187220537765,0.00075851846827785,0.0005992375377740172,0.00014111970766964393,0.0003091006389734323,0.00024920890260861546,0.0002912067459362705,0.000895199494707734,0.0010731106771817219,0.0009163006045166943,0.0006936280738470973,0.0001674933683140977,0.0004968870535185583,4.534015324936239e-05,2.1667224964734295e-05,0.0011483680186130587,2.990279454154699e-05,4.009745792435185e-07,2.077483271007803e-06,2.3200142017347248e-05,9.290957589662708e-06,2.985286288773994e-07,0.00014079911555468972,0.002677854135227131,7.85638295718304e-05,0.005250580323001746,0.0011243012793494193,0.0017307130306492364,0.00107758471921336,8.501406139304476e-05,0.0003211492091621205,0.00043011106859954976,0.007175895550004213,0.008087752649545267,0.0001892571608177686,0.00330764212225635,0.00011843104537456701,1.8571667349937334e-05,0.0008080479990440725,0.008087752649545267,-0.0002742877975033747
r149 NH2 + NH2OH <=> HNOH + NH3,3.331153417317895e-05,2.7813046836877936e-05,2.0969520769462396e-05,2.0150984137117816e-05,2.9115303896661435e-05,7.033097417286621e-06,1.7697365913113086e-05,0.0010056513264060543,3.1276782890341467e-05,2.723970524116441e-05,0.00016999409849364106,5.4684972479591904e-05,9.726039268122346e-05,0.0005656506694442211,0.0008280339662431877,0.0005925809621277297,0.00032965963021699664,0.0005872712188003803,5.773371066028017e-05,1.7368993479459683e-05,0.0003252335641565616,0.00015984570950976183,7.375007577798899e-05,0.0005450490314450105,7.720483359419792e-05,1.3679449315765384e-05,0.0001847060347105464,0.0006588549301344215,6.71297360526093e-05,2.8537404185284015e-05,0.00011458896480279032,0.0008650584048439282,4.964418989706767e-05,5.163272407054592e-05,0.005115091811585598,6.388812643229525e-05,0.00013407484740254704,0.00012049001916098083,0.0005685526154351103,0.0006025630676762953,0.0001872551855506975,0.0009896090473354596,0.00017390194612697526,0.0004092364853477357,0.0002916765310203278,4.747898348085958e-05,0.0011379432517786556,9.472024201930869e-05,0.0008197801055928301,0.00069827578886265,0.0034043102219419607,0.00015619421773477706,0.0002309530859879352,0.00018942237661949985,0.0002905597473196695,0.0010265686862819656,0.00021225281819238097,0.001038915178151164,0.0006618397896768323,0.0008493448962521145,0.0003050922194258519,0.002610269142899179,2.3566349494699187e-05,0.0016123743977928687,0.0033248208012688013,0.0003967518620049679,0.00016254566554571364,0.0004681550292063736,0.00014781210489216593,0.00013574874306437236,0.0007224431427367632,4.721945473196873e-05,6.046024488151454e-05,0.001962309884564842,1.880609695745333e-05,0.0003491194609455052,0.0005444016281836671,0.00010536188767081849,0.0005986835963351386,0.00015946118314813705,1.964359457408603e-05,0.00023064202227460488,5.7867399055206285e-05,3.069062885963393e-05,0.0001451791068866425,0.0037167335283063083,2.6871561572337495e-05,0.005057519822495062,0.0002353709065862491,0.000546469827884369,0.00474775320353525,0.0021173649411773588,0.0038047720597989415,0.006012780097320072,0.0001411256105555908,9.603624705524894e-05,0.00034021860742130064,0.0012795014528001537,0.002488089216507527,0.0027787065932352198,0.0021521424452708975,0.002591123793312927,0.0030241991994919295,0.0013552220395580835,0.0008077090212409315,0.006012780097320072,-0.0001630883860117272
r218 H2NO + NO2 <=> HNO + HONO,2.8471757370364306e-08,1.4790363189190792e-07,2.0593719924796318e-07,2.105652689403643e-08,6.64756755250159e-08,9.852293886809995e-06,3.6953644872390024e-08,9.835408433072269e-08,2.4327758922816254e-08,4.021686438956762e-08,1.9326129155651017e-07,0.00021894069313051998,2.720874436672504e-06,0.00034015600177504803,0.0007857533092489205,0.0002629398053505115,0.00017820271259791148,9.542875437058854e-07,2.7119241567306127e-06,6.55871048838065e-07,0.0006299028492591036,0.0008043748605168234,0.000596038490347686,0.0013146014627793705,0.0008155188365711177,0.0015065927975260961,0.0019297193796013095,5.8581385430951356e-05,2.551808987301471e-06,5.001795136696974e-05,2.841577344103503e-05,5.275491853613917e-06,4.7219783550076163e-07,1.7350254342771154e-05,0.004818044279296642,1.4631456102044641e-05,1.287307244420374e-05,0.009016460871837599,0.00020210066852752783,0.000679494732045405,0.00029486857382484425,0.0018140440912609377,0.0006981311844583459,0.00018591800681269166,0.0014955004067264683,0.0003317013271248705,0.0001504927217557933,0.005479966345749145,0.0017823167661909244,0.0023778732269547575,0.000659303434438645,0.00040435876972821536,0.0009832874057761332,0.0011645000417781636,0.00010731019509836836,0.0015056805757951803,0.0006963876736446583,0.0006543624970951395,0.0007994465695634419,0.00036145246618422865,2.8144719662704026e-05,0.0006522554228886123,0.0014426631863908893,9.096277266565745e-05,7.357631459731683e-05,0.0004199895392960895,0.0002025409568320193,0.00011033677371409934,0.00010961819742809376,0.0005546472540674868,0.0013215756688082334,0.0008153256297781936,0.0002848551037777984,0.0017152936644011447,0.001055740257968384,9.635992167813552e-05,6.978826350281508e-05,0.00026632446143426885,0.000630990936710295,7.443175781063539e-06,1.485735611769636e-05,0.0009722165075963759,2.677797214349495e-06,3.046252981882717e-06,1.5026047574325992e-05,1.5762209331535622e-05,8.577085547430064e-07,6.133862509945307e-06,7.93826894853642e-05,0.00527473291808428,0.00029204909460807654,0.0066540152363380525,0.001698461661608508,0.000352029941867543,3.4795621329924676e-06,5.395863287285896e-06,1.4175493907557147e-05,0.0043736126421031465,0.0019577623693321864,0.0003809907915208026,9.141345652647532e-07,0.0032583050667299835,0.0017418174348123009,3.72951184581412e-07,0.0008011555716011229,0.009016460871837599,-0.00010945699197878604
r168 NNH + O <=> H + N2O,3.7623465123928197e-06,4.472995081829606e-06,2.320376890874601e-06,2.162409237316079e-06,4.51256212660467e-06,1.6227293403747017e-05,3.774359544355654e-06,3.824314352130796e-06,0.003877007345364082,3.930053159531348e-06,0.0012927821965580608,0.00022615318986340103,0.00041971911316939636,0.0006124547303170948,0.00041503905557019734,0.00021783106281506541,0.0008048948722079872,0.0004722594897101181,3.7564078198225806e-06,1.242191572949947e-06,0.0006282622485336934,0.00020264880023685976,0.0010045699666339613,0.00046327041181267457,0.0006923688020343476,0.0007556202826300217,0.0019229350495888926,0.000506907002960542,0.0013408577917485862,5.40579246014953e-06,2.801997275102381e-05,0.0005186414003116313,1.7176344044058497e-05,2.002397477820771e-05,0.0006128031660536636,5.977149189589408e-06,3.707055013505504e-05,5.06647988210777e-07,0.0007544622682302719,0.0006584283859184485,0.0004581462032979177,0.0005728289082540344,0.000289496815457069,0.0002648418699181873,3.3055139473636356e-05,8.732457146558298e-06,5.111585256515287e-05,0.002434522748634107,0.00015220847894791394,0.0003206284104463377,0.001544687591763476,0.0015688363873970802,0.0028660329650521984,0.0007340396587555721,0.0005554538679726112,0.0015550019486139312,0.00041120691341460313,0.0007787654970614652,0.00015643539172456036,0.00012898887365530104,0.001510908098713765,0.0013108498819364872,0.0009061163866809295,4.5595391245248716e-05,8.265644855108819e-05,0.0003566147247804096,0.00020311935014549705,0.0005375750424930542,1.5724731001718024e-05,0.00030066443433345225,0.001761937571502902,0.0004079861631071343,0.00020647741926369033,0.0002418775357652964,0.00011451979099482334,0.0006066713588485528,0.00047472651698298205,0.0003123110949722256,0.00023010515697142908,2.2542131493775577e-05,1.6587838589674202e-05,0.0008075679407303248,2.8888267096689544e-06,1.663402607363701e-05,3.5466471226985366e-05,2.0847441016811534e-07,3.046973530980463e-05,9.481625529351436e-07,2.220044454182141e-06,1.0420052686817465e-07,0.004080037545516206,0.004421462378020042,0.0013466370230556459,0.0053565959361307845,1.0300981028533513e-05,7.292516038180585e-06,0.0001152087164082019,0.004991435694865453,0.004547697785651898,0.006180265852197554,0.007206796016057508,0.00019864240403135193,0.0005866501290987167,6.975117756040686e-06,0.0007987228980682056,0.007206796016057508,-0.00030715732925803237
r117 2 NH2 <=> H2 + H2NN,0.00011522046430854437,4.96080556643587e-05,0.000138566020838962,2.2027871515733994e-05,8.031389632958411e-05,6.018266764502077e-05,9.039823912924642e-05,0.000970273154853651,0.003961715771254158,5.3869575968549366e-05,4.2930817324314196e-05,0.0006716657640275837,0.0003962418264160265,0.0006064381698360109,0.00048037281962642534,0.0006402254667267911,0.0009918577446721825,0.0007151918724414452,1.6160452061339908e-06,2.9903429384631774e-05,0.0002735400303527102,0.0005330046449229285,1.0854720393244146e-05,4.247248693569562e-05,0.00016559223432912064,0.000726859858725038,0.0005067455823477278,0.00033386547558473173,0.00010411477311951716,8.053453832590779e-05,0.00023038401354221036,0.0003162013321425047,0.00012026442469724066,0.00042471411688916444,0.004232950518592177,7.686737619470059e-05,0.00015219603732711555,3.3924285887916946e-05,0.0005611887181149371,0.0010152782455503655,4.9705440325030045e-05,5.362885919114134e-05,0.00023452000696086667,0.0003126086930006617,0.00011821817498512277,0.0007843467947366978,0.001254776573840895,0.000775248906357053,0.00043887924055197264,0.0012479250020450523,0.00278940622414949,0.0002700195523732142,0.0006125096308695691,0.0009971995390522011,0.00044668226607841,0.0004118302331506859,8.552407059617144e-05,0.0011706652993617444,5.4294314296018457e-05,0.00023803595366356456,0.00038640839852119297,0.0020867719666726723,0.0010684836415025016,0.0010159821576144637,0.0009752779383054725,0.0001828536768180839,0.0002601025360304333,0.00024552468724200593,9.642981257386541e-05,0.00023968158826721602,0.00033013154871359615,0.001282144326562876,0.00019654342664030637,0.0006784187057081279,0.0016717181386328986,0.00119709550341618,0.00015169465653282476,0.001064908962535876,0.0008225170707753266,0.00025221222545580244,0.00015183953970774545,0.003063672308938245,6.392994955378825e-05,7.124719797472246e-05,0.00011040994346015156,0.0001896589414726179,1.222325800058588e-05,3.270487443852441e-05,9.11153582780615e-05,0.000121635541177177,0.0012553139411481291,0.0024743734099591393,0.0002076841868282838,0.005087016728601663,0.00044908438328026954,7.01164430940494e-05,0.0005735821107203176,0.003198361402077782,0.002300379621930524,0.004863258893256028,0.002875431686409085,0.005252378198524407,0.0030726618612772357,0.0007463676339842564,0.0007975533292821575,0.005252378198524407,-0.00021213870991826188
r205 N2O + O <=> N2 + O2,7.46203841185264e-06,4.577204701401713e-06,1.9264665360221256e-06,1.9924471641788736e-06,6.660034899952683e-06,2.09338365525496e-05,1.1869395510358033e-05,4.302326362647255e-06,1.8913335209655803e-05,3.0520371060338376e-06,0.0013308771365410348,0.00036012278394542463,0.00010004669778709598,0.0006514864470907515,0.0001529365688663542,1.4870538296504407e-06,0.0010874484449567474,0.00022708544648841183,6.708702630090092e-06,9.85215892484317e-06,0.0005613857710826165,0.0003200303623122874,0.0010127219616586037,0.00036941393056884433,0.000934294274573614,0.0004027552648152906,0.0019211600628176913,5.0625553548204985e-05,7.671424856572176e-06,4.672935732430663e-05,4.625049115556407e-05,3.117729562018566e-05,4.604123172771332e-06,0.00030923027060851326,0.003920280734916409,3.8894018860306844e-06,1.1006671520961156e-05,7.790408137332633e-07,5.781695287165981e-05,0.00014472589075863326,0.0005760603084382984,0.0006535197707699966,0.0006200299596902867,0.0005141447210436974,0.00030385054263857496,0.001976582421975484,0.0014656320384941186,0.0012757420202283056,0.000965204893433492,0.0002257924690463258,0.0028380360076344963,0.0007207689182424567,0.002307177358912668,0.0008280589141846758,0.0015511255824091931,0.002098586023521188,0.0008397860170301962,0.0014572402806732026,0.0006996627715290987,0.00046926830809529375,0.0008071092118252753,0.002874040201159756,0.0015727759508416344,0.0010063377673460087,6.31665605768633e-05,0.00044059312841785835,0.000288887634407154,0.0006006337340533815,0.00042177033333570384,0.0003436667181943439,0.0011720269387694522,0.0009129247042398692,0.0008394095390331591,2.3593148759556532e-05,0.0008880753147805742,0.00021598083984768624,0.00015008296194612904,0.0003222491053791739,0.0003171917723348275,1.89469299470468e-05,3.1213093705182787e-06,0.0008383043748233511,8.954401024294505e-06,2.864882971276246e-06,1.223785290920639e-05,1.4023132371998656e-05,3.04785695207841e-06,2.40889030994912e-06,4.513342604420273e-05,0.005879664190461909,0.0035178717570588263,0.00046735724419063934,0.002548953808124263,0.0003342172271858387,3.31168515284029e-07,9.735909599854604e-06,1.1590573614144596e-05,0.004731775220924832,0.002890767439947422,0.0021758986006961737,0.007961703686764108,0.0006426624469326788,0.0005567247752691246,1.5454614348742817e-06,0.0007932011236642394,0.007961703686764108,-1.4696303983845531e-05
r54 N2O + NH <=> HNO + N2,2.3133263158009097e-05,9.301435796636989e-06,3.1552385682308e-06,3.3023552122970897e-06,2.1991719380756157e-05,0.00011886372563665427,5.92418900776557e-05,1.0823967437428507e-05,0.0037881140561842118,1.2797814215417282e-05,0.00123137899221205,1.053485385363606e-05,0.00048793128171057266,0.0008922176499590114,0.0006509890123837654,0.00022301854518953605,0.0004509555443558625,0.00040905725882082604,4.9359928493759425e-06,3.2059863006485216e-05,0.0005484027167384354,0.00029459848681484936,0.0007050373865169516,0.0002125082265801996,2.2869310387914292e-05,0.0012476341785108086,0.0002392049372324058,0.0009509897338160545,4.370966854649132e-05,0.00013632551454847183,0.000943710110815147,0.0001666348384578337,1.2908278857311077e-05,0.00029845778738524546,0.0012759983033032599,5.8920486712279907e-05,0.00011144287016419169,3.252947789754767e-05,0.00010008597200025351,0.0001380978021403094,0.0003516223643363715,0.00013189994885810615,0.00029915564315381466,0.00014955687091449752,0.0015426132599579074,0.0023227973055241808,0.0009694636917626589,0.000826080380681823,0.0011388599309589274,0.0017455941091596967,0.0015151901943151877,0.00017843568074746123,0.0006418317691847375,0.0009859711054214545,0.0005164612862362331,0.0021246050769707864,0.0009307360638458377,0.0010843008639666025,0.0002545526139469503,0.0015071890687153107,0.0007860775286541653,0.0008186921481088447,0.0018816304053553717,7.10409997037079e-05,0.0005578390408762824,0.00017552324713148026,2.6598723040260983e-05,0.0009679251729724458,0.00016613045032308848,0.0005051819741688466,0.0007000007487120058,0.0007056640885297413,0.0003414274572032067,0.0004885917344745276,0.0007025658274221529,0.00013009605670052468,0.0007410433704047145,0.000920386416354779,0.00048302724912005176,0.00014969564100243763,4.626037983973623e-05,0.0012732294974656469,7.912849583713027e-05,8.130799272499641e-06,1.8151389008079617e-05,1.2676990322055826e-05,5.8344300692204266e-05,7.119360571391012e-05,9.87625880060929e-05,0.005837234994250865,0.0024066399448972567,0.001899754589789618,0.0009280936334786941,0.0007356760085810197,0.001426534033104652,1.8297334750764764e-05,0.00011470728985379015,0.007526610436728683,0.002983671597655885,0.002129669501899911,0.006626573966021206,9.0301537794041e-05,0.001274693366713809,2.23728839367079e-05,0.0007904484155958252,0.007526610436728683,0.0001515403109348151
